Age Group,Gender,Country,Education Level,Recent Job Title,Coding Experience,Industry,Company Size,Num Language,Average Annual Salary ($USD)
30-34,Man,Japan,No formal education past high school,Data Analyst,< 1 ,Computers/Technology,0-49 ,1,4499.5
40-44,Prefer not to say,Other,Master’s degree,Software Engineer,20+ ,Insurance/Risk Assessment,50-249 ,4,44999.5
25-29,Man,France,Master’s degree,Data Scientist,3-5 ,Non-profit/Service,250-999 ,2,44999.5
30-34,Woman,India,Master’s degree,Data Engineer,5-10 ,Computers/Technology,"10,000 or more ",3,27499.5
30-34,Man,Japan,Master’s degree,Software Engineer,5-10 ,Manufacturing/Fabrication,"10,000 or more ",1,74999.5
35-39,Woman,Russia,Bachelor’s degree,Data Scientist,< 1 ,Academics/Education,50-249 ,2,499.5
35-39,Man,Kenya,Master’s degree,Business Analyst,< 1 ,Academics/Education,50-249 ,3,22499.5
35-39,Man,Egypt,Master’s degree,Product Manager,10-20 ,Manufacturing/Fabrication,0-49 ,3,17499.5
18-21,Man,Pakistan,Bachelor’s degree,Software Engineer,< 1 ,Retail/Sales,0-49 ,1,1499.5
22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,3-5 ,Medical/Pharmaceutical,"10,000 or more ",1,0.0
22-24,Man,India,Bachelor’s degree,Data Scientist,3-5 ,Computers/Technology,"1000-9,999 ",2,44999.5
18-21,Man,India,Bachelor’s degree,Data Scientist,3-5 ,Academics/Education,0-49 ,4,499.5
30-34,Man,Russia,Doctoral degree,Business Analyst,3-5 ,Energy/Mining,"1000-9,999 ",2,17499.5
25-29,Man,India,Master’s degree,Data Scientist,3-5 ,Computers/Technology,50-249 ,1,1499.5
25-29,Man,India,Bachelor’s degree,Software Engineer,1-3 ,Computers/Technology,50-249 ,3,499.5
25-29,Man,China,Bachelor’s degree,Machine Learning Engineer,5-10 ,Academics/Education,0-49 ,2,44999.5
40-44,Woman,Japan,Master’s degree,Data Scientist,1-3 ,Manufacturing/Fabrication,"10,000 or more ",1,499.5
50-54,Man,United States of America,Bachelor’s degree,Other,I have never written code,Accounting/Finance,"1000-9,999 ",0,74999.5
35-39,Man,Morocco,Professional doctorate,Machine Learning Engineer,5-10 ,Academics/Education,50-249 ,1,1499.5
25-29,Man,United States of America,Master’s degree,Data Analyst,3-5 ,Accounting/Finance,"10,000 or more ",4,64999.5
22-24,Woman,India,Master’s degree,Data Analyst,1-3 ,Computers/Technology,0-49 ,1,3499.5
22-24,Man,India,Master’s degree,Data Scientist,< 1 ,Energy/Mining,50-249 ,1,12499.5
30-34,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Scientist,< 1 ,Energy/Mining,"10,000 or more ",1,499.5
40-44,Man,Egypt,Bachelor’s degree,Data Scientist,20+ ,Computers/Technology,250-999 ,6,499.5
22-24,Prefer not to say,China,Master’s degree,Machine Learning Engineer,1-3 ,Academics/Education,50-249 ,1,499.5
25-29,Woman,Morocco,Master’s degree,Data Scientist,1-3 ,Computers/Technology,50-249 ,10,0.0
25-29,Man,Argentina,Master’s degree,Program/Project Manager,< 1 ,Computers/Technology,250-999 ,2,8749.5
30-34,Man,Brazil,Bachelor’s degree,Program/Project Manager,< 1 ,Accounting/Finance,"10,000 or more ",1,1499.5
25-29,Man,Other,Master’s degree,Data Scientist,1-3 ,Non-profit/Service,250-999 ,1,499.5
30-34,Man,Nigeria,Master’s degree,Business Analyst,1-3 ,Computers/Technology,0-49 ,2,499.5
35-39,Man,India,Master’s degree,Data Scientist,1-3 ,Other,0-49 ,1,1499.5
25-29,Man,Czech Republic,Master’s degree,Data Scientist,10-20 ,Accounting/Finance,250-999 ,3,3499.5
60-69,Man,Canada,Bachelor’s degree,Software Engineer,20+ ,Medical/Pharmaceutical,50-249 ,3,84999.5
25-29,Man,India,I prefer not to answer,Data Engineer,5-10 ,Computers/Technology,"10,000 or more ",3,2499.5
22-24,Woman,India,Bachelor’s degree,Data Analyst,5-10 ,Computers/Technology,"10,000 or more ",4,4499.5
45-49,Woman,Spain,Master’s degree,Data Analyst,< 1 ,Other,0-49 ,1,499.5
45-49,Man,Japan,Master’s degree,Product Manager,3-5 ,Manufacturing/Fabrication,"1000-9,999 ",1,8749.5
18-21,Man,India,Bachelor’s degree,Data Analyst,< 1 ,Academics/Education,0-49 ,2,499.5
25-29,Man,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 ,Computers/Technology,0-49 ,2,499.5
60-69,Man,Poland,Master’s degree,Data Scientist,< 1 ,Academics/Education,50-249 ,5,44999.5
35-39,Man,Brazil,Master’s degree,Software Engineer,10-20 ,Government/Public Service,"1000-9,999 ",4,22499.5
18-21,Man,India,Bachelor’s degree,Data Analyst,3-5 ,Computers/Technology,0-49 ,4,499.5
22-24,Man,Morocco,Doctoral degree,Software Engineer,3-5 ,Academics/Education,0-49 ,7,1499.5
30-34,Man,Egypt,Bachelor’s degree,Other,1-3 ,Broadcasting/Communications,"10,000 or more ",1,1499.5
25-29,Man,Japan,Master’s degree,Software Engineer,5-10 ,Manufacturing/Fabrication,"10,000 or more ",4,34999.5
50-54,Man,Russia,Master’s degree,Business Analyst,< 1 ,Shipping/Transportation,250-999 ,1,54999.5
22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,< 1 ,Marketing/CRM,"1000-9,999 ",2,44999.5
25-29,Man,Nigeria,Bachelor’s degree,Data Engineer,3-5 ,Computers/Technology,0-49 ,4,1499.5
30-34,Man,China,Bachelor’s degree,Data Analyst,5-10 ,Broadcasting/Communications,250-999 ,4,22499.5
35-39,Man,Greece,Doctoral degree,Research Scientist,10-20 ,Academics/Education,0-49 ,4,12499.5
35-39,Man,Kenya,Doctoral degree,Research Scientist,3-5 ,Academics/Education,0-49 ,2,3499.5
22-24,Man,Pakistan,Master’s degree,Software Engineer,1-3 ,Computers/Technology,0-49 ,3,3499.5
45-49,Man,South Korea,Bachelor’s degree,Product Manager,< 1 ,Online Service/Internet-based Services,0-49 ,3,54999.5
25-29,Woman,Viet Nam,Some college/university study without earning a bachelor’s degree,Data Engineer,1-3 ,Online Business/Internet-based Sales,50-249 ,3,12499.5
30-34,Man,Other,Doctoral degree,Statistician,< 1 ,Academics/Education,250-999 ,2,34999.5
25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Scientist,5-10 ,Computers/Technology,250-999 ,5,34999.5
25-29,Woman,Sri Lanka,Master’s degree,Data Scientist,3-5 ,Academics/Education,0-49 ,2,0.0
22-24,Man,India,Master’s degree,Software Engineer,3-5 ,Computers/Technology,"10,000 or more ",1,4499.5
30-34,Man,United States of America,Bachelor’s degree,Other,< 1 ,Online Business/Internet-based Sales,"10,000 or more ",3,34999.5
18-21,Man,India,Master’s degree,Program/Project Manager,I have never written code,Other,0-49 ,0,499.5
22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 ,Computers/Technology,"10,000 or more ",3,0.0
30-34,Man,India,Bachelor’s degree,Business Analyst,1-3 ,Computers/Technology,"10,000 or more ",2,12499.5
22-24,Man,Bangladesh,Master’s degree,Data Scientist,1-3 ,Academics/Education,0-49 ,4,499.5
40-44,Man,Viet Nam,Bachelor’s degree,Program/Project Manager,1-3 ,Manufacturing/Fabrication,50-249 ,1,499.5
30-34,Man,India,Master’s degree,Data Analyst,3-5 ,Computers/Technology,"10,000 or more ",1,6249.5
30-34,Woman,Viet Nam,Master’s degree,Business Analyst,I have never written code,Computers/Technology,250-999 ,0,2499.5
18-21,Man,Egypt,Bachelor’s degree,Business Analyst,I have never written code,Accounting/Finance,0-49 ,0,1499.5
35-39,Man,India,Doctoral degree,Other,10-20 ,Academics/Education,50-249 ,4,499.5
25-29,Man,Egypt,Bachelor’s degree,Data Scientist,1-3 ,Other,0-49 ,4,8749.5
40-44,Man,France,Master’s degree,Other,20+ ,Accounting/Finance,250-999 ,6,74999.5
22-24,Man,Nigeria,Doctoral degree,Machine Learning Engineer,1-3 ,Academics/Education,0-49 ,1,499.5
35-39,Man,Japan,Bachelor’s degree,Research Scientist,< 1 ,Energy/Mining,"1000-9,999 ",1,54999.5
50-54,Man,Singapore,Doctoral degree,Research Scientist,10-20 ,Academics/Education,50-249 ,4,34999.5
25-29,Woman,India,Master’s degree,Data Analyst,< 1 ,Computers/Technology,0-49 ,3,499.5
25-29,Man,India,Doctoral degree,Research Scientist,I have never written code,Academics/Education,"1000-9,999 ",0,6249.5
22-24,Woman,India,Bachelor’s degree,Data Scientist,1-3 ,Computers/Technology,250-999 ,3,499.5
35-39,Man,India,Master’s degree,Other,I have never written code,Medical/Pharmaceutical,"1000-9,999 ",0,12499.5
30-34,Man,India,Master’s degree,Data Scientist,5-10 ,Manufacturing/Fabrication,"10,000 or more ",3,27499.5
25-29,Man,China,Master’s degree,Data Analyst,< 1 ,Shipping/Transportation,"10,000 or more ",2,22499.5
22-24,Man,Philippines,Bachelor’s degree,Data Analyst,3-5 ,Other,50-249 ,2,8749.5
55-59,Man,Australia,Bachelor’s degree,Software Engineer,20+ ,Medical/Pharmaceutical,"1000-9,999 ",7,84999.5
25-29,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 ,Energy/Mining,50-249 ,3,12499.5
40-44,Woman,Saudi Arabia,Master’s degree,Data Scientist,5-10 ,Computers/Technology,"1000-9,999 ",3,74999.5
40-44,Man,Argentina,Master’s degree,Business Analyst,1-3 ,Accounting/Finance,"1000-9,999 ",1,27499.5
18-21,Man,Egypt,Bachelor’s degree,Data Scientist,3-5 ,Computers/Technology,0-49 ,2,12499.5
25-29,Man,Denmark,Master’s degree,Product Manager,5-10 ,Energy/Mining,0-49 ,3,64999.5
22-24,Man,Bangladesh,Master’s degree,Software Engineer,1-3 ,Academics/Education,0-49 ,4,499.5
35-39,Man,India,Master’s degree,Data Analyst,I have never written code,Computers/Technology,"10,000 or more ",0,499.5
45-49,Man,South Korea,Bachelor’s degree,Data Engineer,5-10 ,Manufacturing/Fabrication,"1000-9,999 ",3,64999.5
35-39,Man,Italy,Master’s degree,Data Analyst,1-3 ,Medical/Pharmaceutical,"1000-9,999 ",2,34999.5
45-49,Man,Japan,Master’s degree,Machine Learning Engineer,20+ ,Computers/Technology,"10,000 or more ",3,12499.5
40-44,Man,South Africa,Some college/university study without earning a bachelor’s degree,Data Engineer,< 1 ,Online Service/Internet-based Services,0-49 ,2,22499.5
30-34,Prefer not to say,India,Master’s degree,Research Scientist,10-20 ,Military/Security/Defense,"10,000 or more ",2,22499.5
45-49,Man,Brazil,Master’s degree,Other,20+ ,Computers/Technology,0-49 ,4,84999.5
25-29,Man,Russia,Master’s degree,Data Scientist,3-5 ,Online Business/Internet-based Sales,"1000-9,999 ",2,27499.5
25-29,Man,Japan,Master’s degree,Data Scientist,1-3 ,Energy/Mining,"10,000 or more ",3,0.0
30-34,Woman,India,Bachelor’s degree,Data Analyst,1-3 ,Computers/Technology,"1000-9,999 ",1,0.0
30-34,Man,Thailand,Master’s degree,Data Analyst,1-3 ,Government/Public Service,"1000-9,999 ",3,499.5
22-24,Man,Colombia,Bachelor’s degree,Data Analyst,1-3 ,Accounting/Finance,"10,000 or more ",2,12499.5
45-49,Woman,Canada,Some college/university study without earning a bachelor’s degree,Other,I have never written code,Medical/Pharmaceutical,50-249 ,0,54999.5
25-29,Man,Mexico,Master’s degree,Data Scientist,1-3 ,Non-profit/Service,50-249 ,3,8749.5
18-21,Woman,India,Bachelor’s degree,Software Engineer,1-3 ,Other,"10,000 or more ",6,499.5
25-29,Man,Ukraine,Master’s degree,Data Analyst,< 1 ,Medical/Pharmaceutical,50-249 ,0,6249.5
45-49,Man,Saudi Arabia,Bachelor’s degree,Program/Project Manager,< 1 ,Computers/Technology,"10,000 or more ",0,499.5
40-44,Man,Colombia,Master’s degree,Machine Learning Engineer,20+ ,Broadcasting/Communications,"10,000 or more ",10,54999.5
60-69,Man,Brazil,Doctoral degree,Data Scientist,3-5 ,Medical/Pharmaceutical,0-49 ,2,44999.5
25-29,Man,Spain,Master’s degree,Data Analyst,3-5 ,Academics/Education,250-999 ,2,0.0
25-29,Man,India,Master’s degree,Data Scientist,1-3 ,Medical/Pharmaceutical,250-999 ,2,8749.5
40-44,Man,India,Doctoral degree,Program/Project Manager,10-20 ,Computers/Technology,"10,000 or more ",3,34999.5
22-24,Man,Ukraine,Doctoral degree,Research Scientist,< 1 ,Medical/Pharmaceutical,0-49 ,2,4499.5
22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 ,Computers/Technology,"10,000 or more ",3,8749.5
35-39,Woman,Brazil,Doctoral degree,Data Scientist,1-3 ,Academics/Education,250-999 ,2,3499.5
25-29,Woman,United States of America,Master’s degree,Data Scientist,1-3 ,Computers/Technology,0-49 ,3,499.5
18-21,Man,Egypt,Bachelor’s degree,Data Analyst,< 1 ,Online Service/Internet-based Services,0-49 ,1,499.5
45-49,Man,Brazil,Bachelor’s degree,Software Engineer,20+ ,Online Business/Internet-based Sales,0-49 ,3,64999.5
45-49,Man,Italy,Master’s degree,Program/Project Manager,5-10 ,Medical/Pharmaceutical,250-999 ,1,34999.5
25-29,Woman,Tunisia,Doctoral degree,Research Scientist,1-3 ,Academics/Education,50-249 ,2,499.5
22-24,Man,India,Master’s degree,Data Analyst,3-5 ,Medical/Pharmaceutical,"10,000 or more ",3,8749.5
25-29,Man,India,Master’s degree,Data Engineer,< 1 ,Academics/Education,50-249 ,1,0.0
18-21,Man,Indonesia,Master’s degree,Data Engineer,1-3 ,Shipping/Transportation,"1000-9,999 ",6,1499.5
45-49,Man,Russia,Bachelor’s degree,Business Analyst,< 1 ,Retail/Sales,250-999 ,1,12499.5
35-39,Man,Kenya,Master’s degree,Data Analyst,I have never written code,Military/Security/Defense,"10,000 or more ",0,8749.5
25-29,Man,Taiwan,Master’s degree,Machine Learning Engineer,5-10 ,Computers/Technology,50-249 ,3,54999.5
60-69,Man,Sweden,Master’s degree,Other,10-20 ,Energy/Mining,"10,000 or more ",0,74999.5
25-29,Man,Kenya,Master’s degree,Software Engineer,3-5 ,Computers/Technology,"1000-9,999 ",2,27499.5
35-39,Man,Bangladesh,Bachelor’s degree,Business Analyst,5-10 ,Computers/Technology,"1000-9,999 ",3,3499.5
25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,1-3 ,Computers/Technology,"1000-9,999 ",2,44999.5
22-24,Man,India,Bachelor’s degree,Data Analyst,1-3 ,Academics/Education,0-49 ,3,499.5
35-39,Man,Brazil,Master’s degree,Software Engineer,10-20 ,Shipping/Transportation,50-249 ,5,44999.5
22-24,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Data Analyst,3-5 ,Energy/Mining,250-999 ,2,44999.5
18-21,Man,India,Bachelor’s degree,Data Scientist,3-5 ,Computers/Technology,0-49 ,1,499.5
30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 ,Government/Public Service,0-49 ,3,54999.5
30-34,Man,Brazil,Bachelor’s degree,Statistician,3-5 ,Academics/Education,50-249 ,5,1499.5
18-21,Prefer not to say,India,Master’s degree,Machine Learning Engineer,1-3 ,Computers/Technology,0-49 ,4,2499.5
35-39,Man,Spain,Master’s degree,Other,I have never written code,Other,0-49 ,0,499.5
25-29,Woman,Russia,Doctoral degree,Software Engineer,5-10 ,Computers/Technology,250-999 ,3,12499.5
50-54,Man,Sweden,Some college/university study without earning a bachelor’s degree,Other,1-3 ,Broadcasting/Communications,"1000-9,999 ",0,54999.5
35-39,Woman,Nigeria,Master’s degree,Data Engineer,1-3 ,Government/Public Service,"10,000 or more ",2,44999.5
35-39,Man,India,Bachelor’s degree,Software Engineer,10-20 ,Computers/Technology,"10,000 or more ",2,34999.5
22-24,Man,Russia,Bachelor’s degree,Software Engineer,1-3 ,Computers/Technology,50-249 ,5,6249.5
50-54,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,20+ ,Computers/Technology,0-49 ,3,74999.5
30-34,Man,Saudi Arabia,Master’s degree,Software Engineer,5-10 ,Retail/Sales,"1000-9,999 ",2,1499.5
30-34,Man,Malaysia,Master’s degree,Data Scientist,1-3 ,Medical/Pharmaceutical,0-49 ,5,499.5
25-29,Woman,United States of America,Master’s degree,Business Analyst,3-5 ,Accounting/Finance,"1000-9,999 ",3,84999.5
30-34,Man,South Korea,Master’s degree,Other,< 1 ,Government/Public Service,"1000-9,999 ",3,8749.5
18-21,Man,Viet Nam,No formal education past high school,Software Engineer,< 1 ,Broadcasting/Communications,0-49 ,3,499.5
22-24,Man,India,Bachelor’s degree,Product Manager,1-3 ,Manufacturing/Fabrication,"10,000 or more ",1,1499.5
18-21,Man,"Iran, Islamic Republic of...",Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,3-5 ,Accounting/Finance,250-999 ,3,499.5
18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,1-3 ,Academics/Education,"1000-9,999 ",3,499.5
25-29,Woman,United States of America,Master’s degree,Statistician,1-3 ,Academics/Education,"1000-9,999 ",3,0.0
30-34,Man,Hong Kong (S.A.R.),Bachelor’s degree,Business Analyst,I have never written code,Other,0-49 ,0,44999.5
22-24,Woman,Canada,Doctoral degree,Machine Learning Engineer,1-3 ,Computers/Technology,0-49 ,1,499.5
22-24,Man,Canada,Some college/university study without earning a bachelor’s degree,Business Analyst,1-3 ,Accounting/Finance,0-49 ,2,44999.5
30-34,Man,India,Master’s degree,Other,I have never written code,Online Business/Internet-based Sales,"10,000 or more ",0,6249.5
35-39,Man,India,Master’s degree,Data Analyst,5-10 ,Insurance/Risk Assessment,"10,000 or more ",1,44999.5
35-39,Woman,Brazil,Master’s degree,Business Analyst,5-10 ,Online Service/Internet-based Services,"10,000 or more ",3,17499.5
30-34,Woman,United States of America,Bachelor’s degree,Other,< 1 ,Government/Public Service,250-999 ,0,34999.5
22-24,Man,Pakistan,Bachelor’s degree,Machine Learning Engineer,1-3 ,Non-profit/Service,0-49 ,4,499.5
22-24,Man,Pakistan,Bachelor’s degree,Software Engineer,3-5 ,Computers/Technology,0-49 ,2,6249.5
22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 ,Accounting/Finance,0-49 ,1,3499.5
25-29,Prefer not to say,Italy,Master’s degree,Business Analyst,< 1 ,Marketing/CRM,0-49 ,3,6249.5
22-24,Woman,Brazil,Bachelor’s degree,Business Analyst,1-3 ,Accounting/Finance,50-249 ,2,499.5
30-34,Man,Ireland,Bachelor’s degree,Other,1-3 ,Hospitality/Entertainment/Sports,0-49 ,4,34999.5
25-29,Man,Poland,Master’s degree,Machine Learning Engineer,3-5 ,Manufacturing/Fabrication,"10,000 or more ",3,44999.5
30-34,Man,Japan,Bachelor’s degree,Data Engineer,1-3 ,Medical/Pharmaceutical,0-49 ,3,34999.5
45-49,Man,Other,Master’s degree,Data Analyst,1-3 ,Government/Public Service,"1000-9,999 ",3,64999.5
25-29,Man,India,Master’s degree,Business Analyst,< 1 ,Energy/Mining,250-999 ,2,8749.5
22-24,Man,Russia,Master’s degree,Other,5-10 ,Military/Security/Defense,"10,000 or more ",1,12499.5
30-34,Man,India,Master’s degree,Machine Learning Engineer,10-20 ,Computers/Technology,250-999 ,3,64999.5
25-29,Woman,Mexico,Master’s degree,Research Scientist,I have never written code,Government/Public Service,50-249 ,0,6249.5
40-44,Man,Israel,Doctoral degree,Research Scientist,10-20 ,Academics/Education,250-999 ,1,34999.5
25-29,Man,Kazakhstan,Doctoral degree,Data Scientist,1-3 ,Broadcasting/Communications,"10,000 or more ",3,22499.5
30-34,Man,United States of America,Doctoral degree,Program/Project Manager,3-5 ,Government/Public Service,"10,000 or more ",4,84999.5
45-49,Man,Ghana,Master’s degree,Other,5-10 ,Marketing/CRM,0-49 ,1,34999.5
25-29,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 ,Energy/Mining,0-49 ,1,499.5
22-24,Man,India,Bachelor’s degree,Other,< 1 ,Online Service/Internet-based Services,"10,000 or more ",1,499.5
35-39,Man,India,I prefer not to answer,Other,3-5 ,Government/Public Service,"1000-9,999 ",3,22499.5
25-29,Man,United States of America,Bachelor’s degree,Software Engineer,3-5 ,Shipping/Transportation,"1000-9,999 ",2,84999.5
25-29,Man,Poland,Bachelor’s degree,Data Scientist,5-10 ,Manufacturing/Fabrication,"10,000 or more ",4,44999.5
30-34,Man,India,Master’s degree,Data Scientist,< 1 ,Other,50-249 ,1,499.5
60-69,Man,Japan,Bachelor’s degree,Software Engineer,20+ ,Manufacturing/Fabrication,"1000-9,999 ",3,499.5
22-24,Woman,India,Bachelor’s degree,Other,3-5 ,Academics/Education,"10,000 or more ",3,499.5
22-24,Man,India,Bachelor’s degree,Data Scientist,< 1 ,Other,0-49 ,1,499.5
25-29,Man,India,Master’s degree,Data Analyst,< 1 ,Computers/Technology,250-999 ,1,499.5
30-34,Man,India,Master’s degree,Business Analyst,< 1 ,Accounting/Finance,"1000-9,999 ",2,3499.5
50-54,Man,Malaysia,Doctoral degree,Data Analyst,I have never written code,Other,0-49 ,0,8749.5
22-24,Man,India,Master’s degree,Data Engineer,1-3 ,Computers/Technology,"10,000 or more ",3,4499.5
22-24,Man,India,Bachelor’s degree,Software Engineer,< 1 ,Online Service/Internet-based Services,"1000-9,999 ",3,499.5
22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 ,Computers/Technology,"1000-9,999 ",1,22499.5
45-49,Man,India,Bachelor’s degree,Business Analyst,1-3 ,Manufacturing/Fabrication,"1000-9,999 ",2,27499.5
35-39,Woman,United States of America,Master’s degree,Data Scientist,5-10 ,Medical/Pharmaceutical,"10,000 or more ",3,84999.5
22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,3-5 ,Academics/Education,0-49 ,3,499.5
45-49,Man,Other,Bachelor’s degree,Other,3-5 ,Computers/Technology,"10,000 or more ",1,17499.5
40-44,Man,India,Master’s degree,Other,< 1 ,Other,250-999 ,0,12499.5
30-34,Man,Japan,Master’s degree,Data Scientist,5-10 ,Manufacturing/Fabrication,"10,000 or more ",2,84999.5
22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 ,Academics/Education,"10,000 or more ",3,499.5
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,1-3 ,Manufacturing/Fabrication,"10,000 or more ",1,74999.5
35-39,Man,United States of America,Bachelor’s degree,Data Scientist,< 1 ,Computers/Technology,0-49 ,2,54999.5
55-59,Man,Russia,No formal education past high school,Data Scientist,5-10 ,Accounting/Finance,"1000-9,999 ",1,12499.5
30-34,Woman,United States of America,Doctoral degree,Research Scientist,1-3 ,Other,250-999 ,3,84999.5
18-21,Man,Colombia,Master’s degree,Research Scientist,1-3 ,Academics/Education,0-49 ,2,6249.5
25-29,Woman,Philippines,Master’s degree,Data Analyst,5-10 ,Insurance/Risk Assessment,250-999 ,0,12499.5
35-39,Man,India,Master’s degree,Other,< 1 ,Other,"10,000 or more ",1,17499.5
35-39,Man,South Africa,Master’s degree,Data Scientist,1-3 ,Shipping/Transportation,"10,000 or more ",2,54999.5
35-39,Man,Colombia,Doctoral degree,Research Scientist,5-10 ,Academics/Education,250-999 ,2,17499.5
18-21,Man,India,Bachelor’s degree,Other,< 1 ,Computers/Technology,0-49 ,1,499.5
50-54,Man,United States of America,Bachelor’s degree,Software Engineer,20+ ,Computers/Technology,250-999 ,1,0.0
25-29,Man,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,3-5 ,Medical/Pharmaceutical,"10,000 or more ",2,84999.5
25-29,Man,India,Bachelor’s degree,Data Analyst,1-3 ,Accounting/Finance,"1000-9,999 ",1,8749.5
35-39,Woman,Italy,Master’s degree,Data Scientist,< 1 ,Computers/Technology,0-49 ,2,64999.5
25-29,Man,Peru,Bachelor’s degree,Data Analyst,< 1 ,Government/Public Service,0-49 ,2,499.5
22-24,Man,India,Master’s degree,Software Engineer,1-3 ,Retail/Sales,250-999 ,2,12499.5
45-49,Man,Japan,Master’s degree,Other,1-3 ,Manufacturing/Fabrication,"10,000 or more ",1,74999.5
22-24,Man,India,Master’s degree,Other,3-5 ,Computers/Technology,"10,000 or more ",3,6249.5
22-24,Woman,Other,Master’s degree,Data Scientist,1-3 ,Academics/Education,0-49 ,5,499.5
25-29,Man,Italy,Master’s degree,Business Analyst,1-3 ,Energy/Mining,"10,000 or more ",1,22499.5
40-44,Man,Other,Doctoral degree,Program/Project Manager,10-20 ,Broadcasting/Communications,0-49 ,2,499.5
35-39,Man,Nigeria,Master’s degree,Program/Project Manager,5-10 ,Government/Public Service,"1000-9,999 ",1,6249.5
45-49,Man,Poland,Doctoral degree,Research Scientist,20+ ,Academics/Education,"1000-9,999 ",2,22499.5
30-34,Woman,Philippines,Master’s degree,Data Analyst,5-10 ,Marketing/CRM,0-49 ,3,54999.5
50-54,Man,Japan,Master’s degree,Data Scientist,20+ ,Medical/Pharmaceutical,"10,000 or more ",2,54999.5
25-29,Man,Taiwan,Master’s degree,Machine Learning Engineer,1-3 ,Medical/Pharmaceutical,250-999 ,5,0.0
40-44,Man,Other,Master’s degree,Product Manager,10-20 ,Computers/Technology,50-249 ,1,34999.5
60-69,Woman,Czech Republic,Master’s degree,Data Scientist,20+ ,Retail/Sales,"1000-9,999 ",2,499.5
35-39,Man,Viet Nam,No formal education past high school,Other,5-10 ,Computers/Technology,50-249 ,1,12499.5
30-34,Man,Japan,Doctoral degree,Research Scientist,< 1 ,Medical/Pharmaceutical,"1000-9,999 ",3,64999.5
22-24,Woman,Indonesia,Bachelor’s degree,Data Scientist,< 1 ,Retail/Sales,0-49 ,3,499.5
25-29,Man,United States of America,Master’s degree,Business Analyst,1-3 ,Other,"1000-9,999 ",2,54999.5
30-34,Man,India,Master’s degree,Data Analyst,< 1 ,Academics/Education,0-49 ,2,12499.5
35-39,Man,Thailand,Doctoral degree,Research Scientist,10-20 ,Energy/Mining,"10,000 or more ",3,27499.5
35-39,Prefer not to say,United States of America,Master’s degree,Machine Learning Engineer,1-3 ,Other,0-49 ,1,499.5
25-29,Man,Sweden,Master’s degree,Machine Learning Engineer,5-10 ,Non-profit/Service,0-49 ,2,499.5
25-29,Man,India,Master’s degree,Software Engineer,3-5 ,Online Service/Internet-based Services,"10,000 or more ",2,499.5
22-24,Man,Nigeria,Bachelor’s degree,Other,1-3 ,Computers/Technology,0-49 ,2,0.0
40-44,Woman,Canada,Master’s degree,Product Manager,1-3 ,Manufacturing/Fabrication,250-999 ,2,64999.5
22-24,Man,India,Bachelor’s degree,Developer Relations/Advocacy,3-5 ,Computers/Technology,"10,000 or more ",5,2499.5
18-21,Woman,India,Bachelor’s degree,Data Analyst,1-3 ,Computers/Technology,50-249 ,3,499.5
40-44,Man,Sweden,Doctoral degree,Data Scientist,10-20 ,Computers/Technology,"1000-9,999 ",1,54999.5
25-29,Man,Other,Bachelor’s degree,Other,1-3 ,Academics/Education,50-249 ,2,499.5
25-29,Man,Indonesia,Master’s degree,Program/Project Manager,5-10 ,Manufacturing/Fabrication,"1000-9,999 ",4,8749.5
35-39,Man,Turkey,Master’s degree,Data Analyst,3-5 ,Accounting/Finance,0-49 ,3,12499.5
50-54,Man,Portugal,Bachelor’s degree,Program/Project Manager,10-20 ,Military/Security/Defense,50-249 ,3,54999.5
25-29,Man,Poland,Bachelor’s degree,Program/Project Manager,5-10 ,Online Service/Internet-based Services,50-249 ,2,6249.5
18-21,Man,Viet Nam,Bachelor’s degree,Data Scientist,< 1 ,Computers/Technology,50-249 ,2,1499.5
30-34,Man,Taiwan,Master’s degree,Machine Learning Engineer,3-5 ,Computers/Technology,"1000-9,999 ",1,34999.5
40-44,Man,Spain,Doctoral degree,Research Scientist,1-3 ,Government/Public Service,50-249 ,2,44999.5
